Hour,AvgPlayers
0,46658.83410138248
1,46566.23041474655
2,48832.57142857143
3,49744.188940092165
4,49761.66359447005
5,49313.403225806454
6,47687.9
7,45728.45238095238
8,44888.25238095238
9,44583.8380952381
10,45966.04285714286
11,51839.53333333333
12,59484.62380952381
13,66160.0
14,68721.65714285715
15,68330.49523809523
16,63302.22857142857
17,58218.9
18,55799.22857142857
19,55325.090476190475
20,55648.31904761904
21,55306.52857142857
22,53541.10476190477
23,50171.44285714286
