Hour,AvgPlayers
0,45936.84331797235
1,38630.27188940092
2,34209.635944700465
3,31742.820276497696
4,30237.626728110597
5,29682.214439324118
6,30473.57619047619
7,32818.09523809524
8,36777.84761904762
9,42004.009523809524
10,47772.41904761905
11,53114.428571428565
12,57890.142857142855
13,61981.6619047619
14,64543.67619047619
15,65426.60476190477
16,65566.93333333333
17,64884.25714285715
18,64745.3619047619
19,65896.43333333333
20,67259.7
21,67171.28095238096
22,63314.1
23,55036.21428571429
