Hour,AvgPlayers
0,10997.02380952381
1,11116.666666666666
2,11452.07142857143
3,11656.97619047619
4,11418.214285714284
5,10593.15873015873
6,8664.742857142857
7,7435.657142857142
8,6427.6
9,5852.257142857143
10,5747.6
11,5953.228571428572
12,6302.828571428571
13,6883.342857142857
14,7650.828571428571
15,8516.228571428572
16,9519.514285714286
17,10515.971428571429
18,11497.514285714286
19,12542.971428571429
20,13492.857142857141
21,13965.2
22,11652.261904761906
23,11294.095238095237
