Hour,AvgPlayers
0,43823.33179723502
1,43546.17511520738
2,45761.12903225807
3,46884.93548387097
4,47159.28110599078
5,47027.3465437788
6,46148.25714285715
7,45754.4619047619
8,46550.571428571435
9,47152.695238095235
10,49493.38571428571
11,54372.933333333334
12,59986.48095238095
13,64941.47619047619
14,67213.95714285715
15,67161.41428571429
16,63956.68095238096
17,59636.642857142855
18,56696.219047619044
19,55503.98095238095
20,55344.32380952381
21,54707.25238095238
22,52143.11428571429
23,47806.15238095238
