Hour,AvgPlayers
0,13581.377880184331
1,15026.04147465438
2,17275.317972350233
3,19016.08755760369
4,20804.709677419356
5,21311.470814132106
6,21098.72857142857
7,20755.242857142857
8,20952.357142857145
9,21361.085714285717
10,22760.52380952381
11,25361.747619047623
12,28387.1
13,30889.5
14,31771.280952380952
15,31009.052380952384
16,26884.519047619044
17,22160.3
18,18834.942857142854
19,16670.490476190476
20,15426.219047619048
21,14681.214285714286
22,14171.628571428571
23,13619.471428571427
