Hour,AvgPlayers
0,12928.018433179723
1,18703.764976958526
2,26789.783410138247
3,32295.926267281106
4,38524.096774193546
5,42096.23901689708
6,44984.92380952381
7,48302.57619047619
8,51395.485714285714
9,52448.647619047624
10,54111.45238095238
11,61840.08571428571
12,70646.09523809524
13,75214.5
14,75090.91428571429
15,67435.86666666667
16,50265.7380952381
17,33638.89523809524
18,23655.62380952381
19,17846.77619047619
20,14538.566666666668
21,12598.766666666666
22,11347.157142857142
23,10444.5
